code,descr,lang_code,is_active,cr_by,cr_dtimes
auth-email-subject,Template for authorization subject,hin,TRUE,admin,now()
auth-sms,Template for authorization SMS,hin,TRUE,admin,now()
RPR_DUP_UIN_EMAIL,Template for duplicate UIN Email,hin,TRUE,admin,now()
RPR_DUP_UIN_SMS,Template for duplicate UIN SMS,hin,TRUE,admin,now()
RPR_TEC_ISSUE_EMAIL,Template for Technical Issue Email,hin,TRUE,admin,now()
RPR_TEC_ISSUE_SMS,Template for Technical Issue SMS,hin,TRUE,admin,now()
RPR_UIN_GEN_EMAIL,Template for UIN generation Email,hin,TRUE,admin,now()
RPR_UIN_GEN_SMS,Template for UIN generation SMS,hin,TRUE,admin,now()
RPR_UIN_UPD_EMAIL,Template for update details Email,hin,TRUE,admin,now()
RPR_UIN_UPD_SMS,Template for update Details SMS,hin,TRUE,admin,now()
NewReg-email-content-template,Template for new registration Email Content,hin,TRUE,admin,now()
NewReg-email-subject-template,Template for new registration Email Subject,hin,TRUE,admin,now()
NewReg-sms-template,Template for new registration SMS,hin,TRUE,admin,now()
OTP-email-content-template,Template for OTP generation Email Content,hin,TRUE,admin,now()
OTP-email-subject-template,Template for OTP generation Email Subject,hin,TRUE,admin,now()
OTP-sms-template,Template for OTP SMS,hin,TRUE,admin,now()
Update-email-content-template,Template for update registration Email Content,hin,TRUE,admin,now()
Update-email-subject-template,Template for update registration Email Subject,hin,TRUE,admin,now()
Update-sms-template,Template for update registration SMS,hin,TRUE,admin,now()
Email-Acknowledgement,Template for Email Acknowledgement,hin,TRUE,admin,now()
Onscreen-Acknowledgement,Template for Onscreen Acknowledgment,hin,TRUE,admin,now()
SMS-Acknowledgement,Template for SMS Acknowledgement,hin,TRUE,admin,now()
Acknowledgement-email-subject,Template for email subject of Acknowledgement,hin,TRUE,admin,now()
RPR_UIN_CARD_TEMPLATE,UIN card template,hin,TRUE,admin,now()
RPR_UIN_DEAC_SMS,Template for UIN Deactivation SMS,hin,TRUE,admin,now()
RPR_UIN_DEAC_EMAIL,Template for UIN Deactivation Email,hin,TRUE,admin,now()
RPR_UIN_REAC_SMS,Template for UIN Reactivate SMS,hin,TRUE,admin,now()
RPR_UIN_REAC_EMAIL,Template for UIN Reactivate Email,hin,TRUE,admin,now()
reg-sms-notification,Registration Acknowledgement Template,hin,TRUE,admin,now()
reg-email-notification,Registration Acknowledgement Template,hin,TRUE,admin,now()
auth-otp-sms-template,auth otp service for sending otp,hin,TRUE,admin,now()
auth-otp-email-subject-template,auth otp email service subject,hin,TRUE,admin,now()
auth-otp-email-content-template,auth otp email service subject,hin,TRUE,admin,now()
ida-auth-otp-email-content-template,Template for Email Content,hin,TRUE,admin,now()
ida-auth-otp-email-subject-template,Template for Email Subject,hin,TRUE,admin,now()
ida-auth-otp-sms-template,Template for OTP in SMS,hin,TRUE,admin,now()
consent,Consent,hin,TRUE,admin,now()
updateUIN-email-notification,Registration Acknowledgement Template,hin,TRUE,admin,now()
updateUIN-sms-notification,Registration Acknowledgement Template,hin,TRUE,admin,now()
lostUIN-email-notification,Registration Acknowledgement Template,hin,TRUE,admin,now()
lostUIN-sms-notification,Registration Acknowledgement Template,hin,TRUE,admin,now()
cancel-appointment,Template for Cancel Appointment,hin,TRUE,admin,now()
RPR_LOST_UIN_SMS,Lost UIN Notification SMS,hin,TRUE,admin,now()
RPR_LOST_UIN_EMAIL,Lost UIN Notification Email,hin,TRUE,admin,now()
RPR_MASKED_UIN_CARD_TEMPLATE,Masked UIN card template,hin,TRUE,admin,now()
RS_AUTH_HIST_SUCCESS_EMAIL,Authentication History Request Success Email,hin,TRUE,admin,now()
RS_AUTH_HIST_SUCCESS_SMS,Authentication History Request Success SMS,hin,TRUE,admin,now()
RS_AUTH_HIST_SUCCESS_EMAIL_SUB,Authentication History Request Success EMAIL Subject,hin,TRUE,admin,now()
RS_DOW_UIN_SUCCESS_EMAIL,Successful Download of e-UIN Email,hin,TRUE,admin,now()
RS_DOW_UIN_SUCCESS_EMAIL_SUB,Download e-UIN Status Email Subject,hin,TRUE,admin,now()
RS_DOW_UIN_SUCCESS_SMS,Successful Download of e-UIN SMS,hin,TRUE,admin,now()
RS_LOCK_AUTH_SUCCESS_EMAIL,Successful Locking of Auth Types Email,hin,TRUE,admin,now()
RS_LOCK_AUTH_SUCCESS_EMAIL_SUB,Successful Locking of Auth Types Email Subject,hin,TRUE,admin,now()
RS_LOCK_AUTH_SUCCESS_SMS,Successful Locking of Auth Types SMS,hin,TRUE,admin,now()
RS_UNLOCK_AUTH_SUCCESS_EMAIL,Successful Unlocking of Auth Types Email,hin,TRUE,admin,now()
RS_UNLOCK_AUTH_SUCCESS_EMAIL_SUB,Successful Unlocking of Auth Types Email Subject,hin,TRUE,admin,now()
RS_UNLOCK_AUTH_SUCCESS_SMS,Successful Unlocking of Auth Types SMS,hin,TRUE,admin,now()
RS_VIN_GEN_SUCCESS_EMAIL,VID Generation Success Email,hin,TRUE,admin,now()
RS_VIN_GEN_SUCCESS_EMAIL_SUB,VID Generation Success Email Subject,hin,TRUE,admin,now()
RS_VIN_GEN_SUCCESS_SMS,VID Generation Success SMS,hin,TRUE,admin,now()
RS_VIN_REV_SUCCESS_EMAIL,VID Revocation Success Email,hin,TRUE,admin,now()
RS_VIN_REV_SUCCESS_EMAIL_SUB,VID Revocation Success Email Subject,hin,TRUE,admin,now()
RS_VIN_REV_SUCCESS_SMS,VID Revocation Success SMS,hin,TRUE,admin,now()
RS_UIN_RPR_SUCCESS_EMAIL,Reprint Request Success Email,hin,TRUE,admin,now()
RS_UIN_RPR_SUCCESS_EMAIL_SUB,Reprint Request Success Email Subject,hin,TRUE,admin,now()
RS_UIN_RPR_SUCCESS_SMS,Reprint Request Success SMS,hin,TRUE,admin,now()
RS_AUTH_HIST_FAILURE_EMAIL,Authentication History Request Failure Email,hin,TRUE,admin,now()
RS_AUTH_HIST_FAILURE_EMAIL_SUB,Authentication History Request Failure Email Subject,hin,TRUE,admin,now()
RS_AUTH_HIST_FAILURE_SMS,Authentication History Request Failure SMS,hin,TRUE,admin,now()
RS_DOW_UIN_FAILURE_EMAIL,Download e-UIN Failure Email,hin,TRUE,admin,now()
RS_DOW_UIN_FAILURE_EMAIL_SUB,Download e-UIN Failure Email Subject,hin,TRUE,admin,now()
RS_DOW_UIN_FAILURE_SMS,Download e-UIN Failure SMS,hin,TRUE,admin,now()
RS_LOCK_AUTH_FAILURE_EMAIL,Failure in Locking of Auth Types Email,hin,TRUE,admin,now()
RS_LOCK_AUTH_FAILURE_EMAIL_SUB,Failure in Locking of Auth Types Email Subject,hin,TRUE,admin,now()
RS_LOCK_AUTH_FAILURE_SMS,Failure in Locking of Auth Types SMS,hin,TRUE,admin,now()
RS_UIN_RPR_FAILURE_EMAIL,Reprint Request Failure Email,hin,TRUE,admin,now()
RS_UIN_RPR_FAILURE_EMAIL_SUB,Reprint Request Failure Email Subject,hin,TRUE,admin,now()
RS_UIN_RPR_FAILURE_SMS,Reprint Request Failure SMS,hin,TRUE,admin,now()
RS_UNLOCK_AUTH_FAILURE_EMAIL,Failure in Unlocking of Auth Types Email,hin,TRUE,admin,now()
RS_UNLOCK_AUTH_FAILURE_EMAIL_SUB,Failure in Unlocking of Auth Types Email Subject,hin,TRUE,admin,now()
RS_UNLOCK_AUTH_FAILURE_SMS,Failure in Unlocking of Auth Types SMS,hin,TRUE,admin,now()
RS_VIN_GEN_FAILURE_EMAIL,VID Generation Failure Email,hin,TRUE,admin,now()
RS_VIN_GEN_FAILURE_EMAIL_SUB,VID Generation Failure Email Subject,hin,TRUE,admin,now()
RS_VIN_GEN_FAILURE_SMS,VID Generation Failure SMS,hin,TRUE,admin,now()
RS_VIN_REV_FAILURE_EMAIL,VID Revocation Failure Email,hin,TRUE,admin,now()
RS_VIN_REV_FAILURE_EMAIL_SUB,VID Revocation Failure Email Subject,hin,TRUE,admin,now()
RS_VIN_REV_FAILURE_SMS,VID Revocation Failure SMS,hin,TRUE,admin,now()
RS_UIN_UPDATE_SUCCESS_EMAIL,UIN Update Request Placed Successfully Email,hin,TRUE,admin,now()
RS_UIN_UPDATE_SUCCESS_EMAIL_SUB,UIN Update Request Placed Successfully Email Subject,hin,TRUE,admin,now()
RS_UIN_UPDATE_SUCCESS_SMS,UIN Update Request Placed Successfully SMS,hin,TRUE,admin,now()
RS_UIN_UPDATE_FAILURE_EMAIL,UIN Update Request Failed Email,hin,TRUE,admin,now()
RS_UIN_UPDATE_FAILURE_EMAIL_SUB,UIN Update Request Failed Email Subject,hin,TRUE,admin,now()
RS_UIN_UPDATE_FAILURE_SMS,UIN Update Request Failed SMS,hin,TRUE,admin,now()
RPR_RPV_SUC_EMAIL,Registration Packet Validation Success Email,hin,TRUE,admin,now()
RPR_RPV_SUC_SMS,Registration Packet Validation Success SMS,hin,TRUE,admin,now()
RPR_UPV_SUC_EMAIL,Update Packet Validation Success Email,hin,TRUE,admin,now()
RPR_UPV_SUC_SMS,Update Packet Validation Success SMS,hin,TRUE,admin,now()
RPR_LPV_SUC_EMAIL,Lost Packet Validation Success Email,hin,TRUE,admin,now()
RPR_LPV_SUC_SMS,Lost Packet Validation Success SMS,hin,TRUE,admin,now()
RPR_RUPV_SUC_EMAIL,Resident Update Packet Validation Success Email,hin,TRUE,admin,now()
RPR_RUPV_SUC_SMS,Resident Update Packet Validation Success SMS,hin,TRUE,admin,now()
RPR_PPV_SUC_EMAIL,Re-print Packet Validation Success Email,hin,TRUE,admin,now()
RPR_PPV_SUC_SMS,Re-print Packet Validation Success SMS,hin,TRUE,admin,now()
RPR_APV_SUC_EMAIL,Activate Packet Validation Success Email,hin,TRUE,admin,now()
RPR_APV_SUC_SMS,Activate Packet Validation Success SMS,hin,TRUE,admin,now()
RPR_DPV_SUC_EMAIL,De-activate Packet Validation Success Email,hin,TRUE,admin,now()
RPR_DPV_SUC_SMS,De-activate Packet Validation Success SMS,hin,TRUE,admin,now()
RPR_RPV_SUC_EMAIL_SUB,Registration Packet Validation Success Email Sub,hin,TRUE,admin,now()
RPR_UPV_SUC_EMAIL_SUB,Update Packet Validation Success Email Sub,hin,TRUE,admin,now()
RPR_LPV_SUC_EMAIL_SUB,Lost Packet Validation Success Email Sub,hin,TRUE,admin,now()
RPR_PPV_SUC_EMAIL_SUB,Re-print Packet Validation Success Email Sub,hin,TRUE,admin,now()
RPR_RUPV_SUC_EMAIL_SUB,Resident Update Packet Validation Success Email Sub,hin,TRUE,admin,now()
RPR_APV_SUC_EMAIL_SUB,Activate Packet Validation Success Email Sub,hin,TRUE,admin,now()
RPR_DPV_SUC_EMAIL_SUB,De-activate Packet Validation Success Email Sub,hin,TRUE,admin,now()
RS_CRE_REQ_SUCCESS_SMS,Credential Issuance Success SMS,hin,TRUE,admin,now()
RS_CRE_REQ_SUCCESS_EMAIL,Credential Issuance Success EMAIL,hin,TRUE,admin,now()
RS_CRE_REQ_SUCCESS_EMAIL_SUB,Credential Issuance Success EMAIL Subject,hin,TRUE,admin,now()
RS_CRE_STATUS_SMS,Credential Issuance Status Check SMS,hin,TRUE,admin,now()
RS_CRE_STATUS_EMAIL,Credential Issuance Status Check EMAIL,hin,TRUE,admin,now()
RS_CRE_STATUS_EMAIL_SUB,Credential Issuance Status Check EMAIL Subject,hin,TRUE,admin,now()
RS_CRE_CANCEL_SUCCESS_SMS,Credential Request Cancel Success SMS,hin,TRUE,admin,now()
RS_CRE_CANCEL_SUCCESS_EMAIL,Credential Request Cancel Success EMAIL,hin,TRUE,admin,now()
RS_CRE_CANCEL_SUCCESS_EMAIL_SUB,Credential Request Cancel Success EMAIL Subject,hin,TRUE,admin,now()
RS_CRE_REQ_FAILURE_SMS,Credential Issuance Failure SMS,hin,TRUE,admin,now()
RS_CRE_REQ_FAILURE_EMAIL,Credential Issuance Failure EMAIL,hin,TRUE,admin,now()
RS_CRE_REQ_FAILURE_EMAIL_SUB,Credential Issuance Failure EMAIL Subject,hin,TRUE,admin,now()
reg-ack-template-part,Acknowledgement generated after registration,hin,TRUE,admin,now()
reg-preview-template-part,Preview generated after registration,hin,TRUE,admin,now()
reg-dashboard-template,Dashboard of Registration Client,hin,TRUE,admin,now()
partner-reg-sub-template,partner registration notify subject template,hin,TRUE,admin,now()
partner-status-sub-template,partner status notify subject template,hin,TRUE,admin,now()
partner-apikey-status-sub-template,partner apikey status notify subject template,hin,TRUE,admin,now()
partner-reg-content-template,partner registration notify content template,hin,TRUE,admin,now()
partner-status-content-template,partner status notify content template,hin,TRUE,admin,now()
apikey-status-content-template,partner apikey status notify content template,hin,TRUE,admin,now()
Registration Consent,Consent in Registration Client,hin,TRUE,admin,now()
RPR_PAUSED_FOR_ADD_INFO_EMAIL,Email template requesting for additional info,hin,TRUE,admin,now()
RPR_PAUSED_FOR_ADD_INFO_SMS,Email template requesting for additional info,hin,TRUE,admin,now()
RPR_DUP_UIN_EMAIL_SUB,Registration Failed because you have already Registered,hin,TRUE,admin,now()
RPR_TEC_ISSUE_EMAIL_SUB,Re-Register because there was a Technical Issue,hin,TRUE,admin,now()
RPR_UIN_REAC_EMAIL_SUB,Uin is activated successfully,hin,TRUE,admin,now()
RPR_UIN_DEAC_EMAIL_SUB,Uin is deactivated,hin,TRUE,admin,now()
RPR_UIN_GEN_EMAIL_SUB,UIN Generated,hin,TRUE,admin,now()
RPR_UIN_UPD_EMAIL_SUB,UIN Details Updated,hin,TRUE,admin,now()
RPR_PAUSED_FOR_ADD_INFO_EMAIL_SUB,Requesting the additional details for progressing on the application of UIN,hin,TRUE,admin,now()
otp-sms-template,OTP Send Service,hin,TRUE,admin,now()
otp-email-content-template,Template for OTP Email Content,hin,TRUE,admin,now()
otp-email-subject-template,Template for OTP Email Subject,hin,TRUE,admin,now()
cancel-appointment-email-subject,Template for email subject of cancel Appointment ,hin,TRUE,admin,now()
auth-email-content,Template for authorization content,tam,TRUE,admin,now()
auth-email-subject,Template for authorization subject,tam,TRUE,admin,now()
auth-sms,Template for authorization SMS,tam,TRUE,admin,now()
RPR_DUP_UIN_EMAIL,Template for duplicate UIN Email,tam,TRUE,admin,now()
RPR_DUP_UIN_SMS,Template for duplicate UIN SMS,tam,TRUE,admin,now()
RPR_TEC_ISSUE_EMAIL,Template for Technical Issue Email,tam,TRUE,admin,now()
RPR_TEC_ISSUE_SMS,Template for Technical Issue SMS,tam,TRUE,admin,now()
RPR_UIN_GEN_EMAIL,Template for UIN generation Email,tam,TRUE,admin,now()
RPR_UIN_GEN_SMS,Template for UIN generation SMS,tam,TRUE,admin,now()
RPR_UIN_UPD_EMAIL,Template for update details Email,tam,TRUE,admin,now()
RPR_UIN_UPD_SMS,Template for update Details SMS,tam,TRUE,admin,now()
NewReg-email-content-template,Template for new registration Email Content,tam,TRUE,admin,now()
NewReg-email-subject-template,Template for new registration Email Subject,tam,TRUE,admin,now()
NewReg-sms-template,Template for new registration SMS,tam,TRUE,admin,now()
OTP-email-content-template,Template for OTP generation Email Content,tam,TRUE,admin,now()
OTP-email-subject-template,Template for OTP generation Email Subject,tam,TRUE,admin,now()
OTP-sms-template,Template for OTP SMS,tam,TRUE,admin,now()
Update-email-content-template,Template for update registration Email Content,tam,TRUE,admin,now()
Update-email-subject-template,Template for update registration Email Subject,tam,TRUE,admin,now()
Update-sms-template,Template for update registration SMS,tam,TRUE,admin,now()
Email-Acknowledgement,Template for Email Acknowledgement,tam,TRUE,admin,now()
Onscreen-Acknowledgement,Template for Onscreen Acknowledgment,tam,TRUE,admin,now()
SMS-Acknowledgement,Template for SMS Acknowledgement,tam,TRUE,admin,now()
Acknowledgement-email-subject,Template for email subject of Acknowledgement,tam,TRUE,admin,now()
RPR_UIN_CARD_TEMPLATE,UIN card template,tam,TRUE,admin,now()
RPR_UIN_DEAC_SMS,Template for UIN Deactivation SMS,tam,TRUE,admin,now()
RPR_UIN_DEAC_EMAIL,Template for UIN Deactivation Email,tam,TRUE,admin,now()
RPR_UIN_REAC_SMS,Template for UIN Reactivate SMS,tam,TRUE,admin,now()
RPR_UIN_REAC_EMAIL,Template for UIN Reactivate Email,tam,TRUE,admin,now()
reg-sms-notification,Registration Acknowledgement Template,tam,TRUE,admin,now()
reg-email-notification,Registration Acknowledgement Template,tam,TRUE,admin,now()
auth-otp-sms-template,auth otp service for sending otp,tam,TRUE,admin,now()
auth-otp-email-subject-template,auth otp email service subject,tam,TRUE,admin,now()
auth-otp-email-content-template,auth otp email service subject,tam,TRUE,admin,now()
ida-auth-otp-email-content-template,Template for Email Content,tam,TRUE,admin,now()
ida-auth-otp-email-subject-template,Template for Email Subject,tam,TRUE,admin,now()
ida-auth-otp-sms-template,Template for OTP in SMS,tam,TRUE,admin,now()
consent,Consent,tam,TRUE,admin,now()
updateUIN-email-notification,Registration Acknowledgement Template,tam,TRUE,admin,now()
updateUIN-sms-notification,Registration Acknowledgement Template,tam,TRUE,admin,now()
lostUIN-email-notification,Registration Acknowledgement Template,tam,TRUE,admin,now()
lostUIN-sms-notification,Registration Acknowledgement Template,tam,TRUE,admin,now()
cancel-appointment,Template for Cancel Appointment,tam,TRUE,admin,now()
RPR_LOST_UIN_SMS,Lost UIN Notification SMS,tam,TRUE,admin,now()
RPR_LOST_UIN_EMAIL,Lost UIN Notification Email,tam,TRUE,admin,now()
RPR_MASKED_UIN_CARD_TEMPLATE,Masked UIN card template,tam,TRUE,admin,now()
RS_AUTH_HIST_SUCCESS_EMAIL,Authentication History Request Success Email,tam,TRUE,admin,now()
RS_AUTH_HIST_SUCCESS_SMS,Authentication History Request Success SMS,tam,TRUE,admin,now()
RS_AUTH_HIST_SUCCESS_EMAIL_SUB,Authentication History Request Success EMAIL Subject,tam,TRUE,admin,now()
RS_DOW_UIN_SUCCESS_EMAIL,Successful Download of e-UIN Email,tam,TRUE,admin,now()
RS_DOW_UIN_SUCCESS_EMAIL_SUB,Download e-UIN Status Email Subject,tam,TRUE,admin,now()
RS_DOW_UIN_SUCCESS_SMS,Successful Download of e-UIN SMS,tam,TRUE,admin,now()
RS_LOCK_AUTH_SUCCESS_EMAIL,Successful Locking of Auth Types Email,tam,TRUE,admin,now()
RS_LOCK_AUTH_SUCCESS_EMAIL_SUB,Successful Locking of Auth Types Email Subject,tam,TRUE,admin,now()
RS_LOCK_AUTH_SUCCESS_SMS,Successful Locking of Auth Types SMS,tam,TRUE,admin,now()
RS_UNLOCK_AUTH_SUCCESS_EMAIL,Successful Unlocking of Auth Types Email,tam,TRUE,admin,now()
RS_UNLOCK_AUTH_SUCCESS_EMAIL_SUB,Successful Unlocking of Auth Types Email Subject,tam,TRUE,admin,now()
RS_UNLOCK_AUTH_SUCCESS_SMS,Successful Unlocking of Auth Types SMS,tam,TRUE,admin,now()
RS_VIN_GEN_SUCCESS_EMAIL,VID Generation Success Email,tam,TRUE,admin,now()
RS_VIN_GEN_SUCCESS_EMAIL_SUB,VID Generation Success Email Subject,tam,TRUE,admin,now()
RS_VIN_GEN_SUCCESS_SMS,VID Generation Success SMS,tam,TRUE,admin,now()
RS_VIN_REV_SUCCESS_EMAIL,VID Revocation Success Email,tam,TRUE,admin,now()
RS_VIN_REV_SUCCESS_EMAIL_SUB,VID Revocation Success Email Subject,tam,TRUE,admin,now()
RS_VIN_REV_SUCCESS_SMS,VID Revocation Success SMS,tam,TRUE,admin,now()
RS_UIN_RPR_SUCCESS_EMAIL,Reprint Request Success Email,tam,TRUE,admin,now()
RS_UIN_RPR_SUCCESS_EMAIL_SUB,Reprint Request Success Email Subject,tam,TRUE,admin,now()
RS_UIN_RPR_SUCCESS_SMS,Reprint Request Success SMS,tam,TRUE,admin,now()
RS_AUTH_HIST_FAILURE_EMAIL,Authentication History Request Failure Email,tam,TRUE,admin,now()
RS_AUTH_HIST_FAILURE_EMAIL_SUB,Authentication History Request Failure Email Subject,tam,TRUE,admin,now()
RS_AUTH_HIST_FAILURE_SMS,Authentication History Request Failure SMS,tam,TRUE,admin,now()
RS_DOW_UIN_FAILURE_EMAIL,Download e-UIN Failure Email,tam,TRUE,admin,now()
RS_DOW_UIN_FAILURE_EMAIL_SUB,Download e-UIN Failure Email Subject,tam,TRUE,admin,now()
RS_DOW_UIN_FAILURE_SMS,Download e-UIN Failure SMS,tam,TRUE,admin,now()
RS_LOCK_AUTH_FAILURE_EMAIL,Failure in Locking of Auth Types Email,tam,TRUE,admin,now()
RS_LOCK_AUTH_FAILURE_EMAIL_SUB,Failure in Locking of Auth Types Email Subject,tam,TRUE,admin,now()
RS_LOCK_AUTH_FAILURE_SMS,Failure in Locking of Auth Types SMS,tam,TRUE,admin,now()
RS_UIN_RPR_FAILURE_EMAIL,Reprint Request Failure Email,tam,TRUE,admin,now()
RS_UIN_RPR_FAILURE_EMAIL_SUB,Reprint Request Failure Email Subject,tam,TRUE,admin,now()
RS_UIN_RPR_FAILURE_SMS,Reprint Request Failure SMS,tam,TRUE,admin,now()
RS_UNLOCK_AUTH_FAILURE_EMAIL,Failure in Unlocking of Auth Types Email,tam,TRUE,admin,now()
RS_UNLOCK_AUTH_FAILURE_EMAIL_SUB,Failure in Unlocking of Auth Types Email Subject,tam,TRUE,admin,now()
RS_UNLOCK_AUTH_FAILURE_SMS,Failure in Unlocking of Auth Types SMS,tam,TRUE,admin,now()
RS_VIN_GEN_FAILURE_EMAIL,VID Generation Failure Email,tam,TRUE,admin,now()
RS_VIN_GEN_FAILURE_EMAIL_SUB,VID Generation Failure Email Subject,tam,TRUE,admin,now()
RS_VIN_GEN_FAILURE_SMS,VID Generation Failure SMS,tam,TRUE,admin,now()
RS_VIN_REV_FAILURE_EMAIL,VID Revocation Failure Email,tam,TRUE,admin,now()
RS_VIN_REV_FAILURE_EMAIL_SUB,VID Revocation Failure Email Subject,tam,TRUE,admin,now()
RS_VIN_REV_FAILURE_SMS,VID Revocation Failure SMS,tam,TRUE,admin,now()
RS_UIN_UPDATE_SUCCESS_EMAIL,UIN Update Request Placed Successfully Email,tam,TRUE,admin,now()
RS_UIN_UPDATE_SUCCESS_EMAIL_SUB,UIN Update Request Placed Successfully Email Subject,tam,TRUE,admin,now()
RS_UIN_UPDATE_SUCCESS_SMS,UIN Update Request Placed Successfully SMS,tam,TRUE,admin,now()
RS_UIN_UPDATE_FAILURE_EMAIL,UIN Update Request Failed Email,tam,TRUE,admin,now()
RS_UIN_UPDATE_FAILURE_EMAIL_SUB,UIN Update Request Failed Email Subject,tam,TRUE,admin,now()
RS_UIN_UPDATE_FAILURE_SMS,UIN Update Request Failed SMS,tam,TRUE,admin,now()
RPR_RPV_SUC_EMAIL,Registration Packet Validation Success Email,tam,TRUE,admin,now()
RPR_RPV_SUC_SMS,Registration Packet Validation Success SMS,tam,TRUE,admin,now()
RPR_UPV_SUC_EMAIL,Update Packet Validation Success Email,tam,TRUE,admin,now()
RPR_UPV_SUC_SMS,Update Packet Validation Success SMS,tam,TRUE,admin,now()
RPR_LPV_SUC_EMAIL,Lost Packet Validation Success Email,tam,TRUE,admin,now()
RPR_LPV_SUC_SMS,Lost Packet Validation Success SMS,tam,TRUE,admin,now()
RPR_RUPV_SUC_EMAIL,Resident Update Packet Validation Success Email,tam,TRUE,admin,now()
RPR_RUPV_SUC_SMS,Resident Update Packet Validation Success SMS,tam,TRUE,admin,now()
RPR_PPV_SUC_EMAIL,Re-print Packet Validation Success Email,tam,TRUE,admin,now()
RPR_PPV_SUC_SMS,Re-print Packet Validation Success SMS,tam,TRUE,admin,now()
RPR_APV_SUC_EMAIL,Activate Packet Validation Success Email,tam,TRUE,admin,now()
RPR_APV_SUC_SMS,Activate Packet Validation Success SMS,tam,TRUE,admin,now()
RPR_DPV_SUC_EMAIL,De-activate Packet Validation Success Email,tam,TRUE,admin,now()
RPR_DPV_SUC_SMS,De-activate Packet Validation Success SMS,tam,TRUE,admin,now()
RPR_RPV_SUC_EMAIL_SUB,Registration Packet Validation Success Email Sub,tam,TRUE,admin,now()
RPR_UPV_SUC_EMAIL_SUB,Update Packet Validation Success Email Sub,tam,TRUE,admin,now()
RPR_LPV_SUC_EMAIL_SUB,Lost Packet Validation Success Email Sub,tam,TRUE,admin,now()
RPR_PPV_SUC_EMAIL_SUB,Re-print Packet Validation Success Email Sub,tam,TRUE,admin,now()
RPR_RUPV_SUC_EMAIL_SUB,Resident Update Packet Validation Success Email Sub,tam,TRUE,admin,now()
RPR_APV_SUC_EMAIL_SUB,Activate Packet Validation Success Email Sub,tam,TRUE,admin,now()
RPR_DPV_SUC_EMAIL_SUB,De-activate Packet Validation Success Email Sub,tam,TRUE,admin,now()
RS_CRE_REQ_SUCCESS_SMS,Credential Issuance Success SMS,tam,TRUE,admin,now()
RS_CRE_REQ_SUCCESS_EMAIL,Credential Issuance Success EMAIL,tam,TRUE,admin,now()
RS_CRE_REQ_SUCCESS_EMAIL_SUB,Credential Issuance Success EMAIL Subject,tam,TRUE,admin,now()
RS_CRE_STATUS_SMS,Credential Issuance Status Check SMS,tam,TRUE,admin,now()
RS_CRE_STATUS_EMAIL,Credential Issuance Status Check EMAIL,tam,TRUE,admin,now()
RS_CRE_STATUS_EMAIL_SUB,Credential Issuance Status Check EMAIL Subject,tam,TRUE,admin,now()
RS_CRE_CANCEL_SUCCESS_SMS,Credential Request Cancel Success SMS,tam,TRUE,admin,now()
RS_CRE_CANCEL_SUCCESS_EMAIL,Credential Request Cancel Success EMAIL,tam,TRUE,admin,now()
RS_CRE_CANCEL_SUCCESS_EMAIL_SUB,Credential Request Cancel Success EMAIL Subject,tam,TRUE,admin,now()
RS_CRE_REQ_FAILURE_SMS,Credential Issuance Failure SMS,tam,TRUE,admin,now()
RS_CRE_REQ_FAILURE_EMAIL,Credential Issuance Failure EMAIL,tam,TRUE,admin,now()
RS_CRE_REQ_FAILURE_EMAIL_SUB,Credential Issuance Failure EMAIL Subject,tam,TRUE,admin,now()
reg-ack-template-part,Acknowledgement generated after registration,tam,TRUE,admin,now()
reg-preview-template-part,Preview generated after registration,tam,TRUE,admin,now()
reg-dashboard-template,Dashboard of Registration Client,tam,TRUE,admin,now()
partner-reg-sub-template,partner registration notify subject template,tam,TRUE,admin,now()
partner-status-sub-template,partner status notify subject template,tam,TRUE,admin,now()
partner-apikey-status-sub-template,partner apikey status notify subject template,tam,TRUE,admin,now()
partner-reg-content-template,partner registration notify content template,tam,TRUE,admin,now()
partner-status-content-template,partner status notify content template,tam,TRUE,admin,now()
apikey-status-content-template,partner apikey status notify content template,tam,TRUE,admin,now()
Registration Consent,Consent in Registration Client,tam,TRUE,admin,now()
RPR_PAUSED_FOR_ADD_INFO_EMAIL,Email template requesting for additional info,tam,TRUE,admin,now()
RPR_PAUSED_FOR_ADD_INFO_SMS,Email template requesting for additional info,tam,TRUE,admin,now()
RPR_DUP_UIN_EMAIL_SUB,Registration Failed because you have already Registered,tam,TRUE,admin,now()
RPR_TEC_ISSUE_EMAIL_SUB,Re-Register because there was a Technical Issue,tam,TRUE,admin,now()
RPR_UIN_REAC_EMAIL_SUB,Uin is activated successfully,tam,TRUE,admin,now()
RPR_UIN_DEAC_EMAIL_SUB,Uin is deactivated,tam,TRUE,admin,now()
RPR_UIN_GEN_EMAIL_SUB,UIN Generated,tam,TRUE,admin,now()
RPR_UIN_UPD_EMAIL_SUB,UIN Details Updated,tam,TRUE,admin,now()
RPR_PAUSED_FOR_ADD_INFO_EMAIL_SUB,Requesting the additional details for progressing on the application of UIN,tam,TRUE,admin,now()
otp-sms-template,OTP Send Service,tam,TRUE,admin,now()
otp-email-content-template,Template for OTP Email Content,tam,TRUE,admin,now()
otp-email-subject-template,Template for OTP Email Subject,tam,TRUE,admin,now()
cancel-appointment-email-subject,Template for email subject of cancel Appointment ,tam,TRUE,admin,now()
reg-android-preview-template-part,Template for preview in Android regclient,eng,TRUE,admin,now()
